test AUC (pungent),Number of parameters,edge dim,node dim,globals dim,learn edges,learn globals,learn nodes,aggregation type,n layers,n learn,Message passing
0.6688379049301147,7641,10,50,100,True,False,True,max,1,2,nodes & edges
0.6688379049301147,7641,10,50,100,True,False,True,mean,1,2,nodes & edges
0.6688379049301147,7641,10,50,100,True,False,True,sum,1,2,nodes & edges
0.6840745806694031,9531,20,50,100,True,False,True,max,1,2,nodes & edges
0.6840745806694031,9531,20,50,100,True,False,True,mean,1,2,nodes & edges
0.6840745806694031,9531,20,50,100,True,False,True,sum,1,2,nodes & edges
0.7590243816375732,7216,5,50,25,False,True,True,max,1,2,nodes & globals
0.7590243816375732,7216,5,50,25,False,True,True,mean,1,2,nodes & globals
0.7590243816375732,7216,5,50,25,False,True,True,sum,1,2,nodes & globals
0.7496987581253052,7706,10,50,25,False,True,True,max,1,2,nodes & globals
0.7496987581253052,7706,10,50,25,False,True,True,mean,1,2,nodes & globals
0.7496987581253052,7706,10,50,25,False,True,True,sum,1,2,nodes & globals
0.7769297361373901,8836,20,50,25,False,True,True,max,1,2,nodes & globals
0.7769297361373901,8836,20,50,25,False,True,True,mean,1,2,nodes & globals
0.7769297361373901,8836,20,50,25,False,True,True,sum,1,2,nodes & globals
0.7705308794975281,8716,5,50,50,False,True,True,max,1,2,nodes & globals
0.7705308794975281,8716,5,50,50,False,True,True,mean,1,2,nodes & globals
0.7705308794975281,8716,5,50,50,False,True,True,sum,1,2,nodes & globals
0.76496422290802,9331,10,50,50,False,True,True,max,1,2,nodes & globals
0.76496422290802,9331,10,50,50,False,True,True,mean,1,2,nodes & globals
0.76496422290802,9331,10,50,50,False,True,True,sum,1,2,nodes & globals
